Amostra, Temperature, Cellulose_Fraction, Hemicellulose_Fraction, Lignin_Fraction, Solids_Loading, Time_min , Cellulose_Real, Hemicellulose_Real, Cellulose_Pred, Hemicellulose_Pred, Cellulose_AE, Hemicellulose_AE, Cellulose_RE, Hemicellulose_RE, Total_AE
    296,  195.808400,           0.488300,               0.183600,        0.328100,      84.010200,  5.000000,      37.936300,           8.924400,      37.756523,           9.409765,     0.179777,         0.485365,     0.473891,         5.438632, 0.665142
    297,  195.808400,           0.488300,               0.183600,        0.328100,      84.010200, 10.000000,      35.082800,           5.162700,      33.872818,           5.020491,     1.209982,         0.142209,     3.448932,         2.754554, 1.352191
    298,  195.808400,           0.488300,               0.183600,        0.328100,      84.010200, 15.000000,      32.444000,           2.986500,      32.272411,           2.793632,     0.171589,         0.192868,     0.528876,         6.457985, 0.364456
    299,  195.808400,           0.488300,               0.183600,        0.328100,      84.010200, 20.000000,      30.003600,           1.727700,      29.819740,           2.140782,     0.183860,         0.413082,     0.612792,        23.909380, 0.596942
    300,  195.808400,           0.488300,               0.183600,        0.328100,      84.010200, 30.000000,      25.659700,           0.578100,      25.526426,           0.761490,     0.133274,         0.183390,     0.519389,        31.722945, 0.316664
    301,  195.808400,           0.488300,               0.183600,        0.328100,      84.010200, 40.000000,      21.944700,           0.193500,      21.380238,           0.019897,     0.564462,         0.173603,     2.572204,        89.717447, 0.738066
    302,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000,  0.000000,      46.393200,          28.065700,      46.389030,          28.063868,     0.004170,         0.001832,     0.008987,         0.006529, 0.006002
    303,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000,  5.000000,      44.824200,          21.846500,      44.344074,          21.006538,     0.480126,         0.839962,     1.071131,         3.844834, 1.320087
    304,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000, 10.000000,      43.308200,          17.005400,      43.547466,          17.064123,     0.239266,         0.058723,     0.552473,         0.345321, 0.297989
    305,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000, 15.000000,      41.843500,          13.237100,      42.073849,          14.025347,     0.230349,         0.788247,     0.550501,         5.954830, 1.018595
    306,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000, 20.000000,      40.428300,          10.303800,      39.891594,          10.424416,     0.536706,         0.120616,     1.327550,         1.170593, 0.657322
    307,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000, 30.000000,      37.740000,           6.243100,      38.762302,           5.359183,     1.022302,         0.883917,     2.708803,        14.158298, 1.906219
    308,  182.606200,           0.418700,               0.253300,        0.327900,     110.793000, 40.000000,      35.230400,           3.782700,      34.820763,           3.863766,     0.409637,         0.081066,     1.162738,         2.143071, 0.490703
    309,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600,  0.000000,      26.778600,          17.572800,      26.778294,          17.570801,     0.000306,         0.001999,     0.001144,         0.011377, 0.002306
    310,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600,  5.000000,      25.029700,          10.839300,      24.626415,          11.409491,     0.403285,         0.570191,     1.611225,         5.260400, 0.973475
    311,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600, 10.000000,      23.395000,           6.685900,      22.045879,           6.444052,     1.349121,         0.241848,     5.766705,         3.617288, 1.590969
    312,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600, 15.000000,      21.867000,           4.124000,      22.340839,           3.414875,     0.473839,         0.709125,     2.166915,        17.195077, 1.182964
    313,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600, 20.000000,      20.438900,           2.543700,      19.890640,           2.489820,     0.548260,         0.053880,     2.682433,         2.118193, 0.602140
    314,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600, 30.000000,      17.856300,           0.967800,      16.631409,           1.379765,     1.224891,         0.411965,     6.859715,        42.567117, 1.636856
    315,  193.530200,           0.409200,               0.268500,        0.322300,      65.440600, 40.000000,      15.600000,           0.368200,      14.546237,           0.461512,     1.053763,         0.093312,     6.754891,        25.342659, 1.147075
    316,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000,  0.000000,      51.403200,          21.290300,      51.398094,          21.287678,     0.005106,         0.002622,     0.009933,         0.012317, 0.007728
    317,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000,  5.000000,      49.064000,          15.215300,      48.664444,          13.712863,     0.399556,         1.502437,     0.814357,         9.874515, 1.901993
    318,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000, 10.000000,      46.831300,          10.873700,      47.129936,          11.258134,     0.298636,         0.384434,     0.637685,         3.535447, 0.683070
    319,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000, 15.000000,      44.700200,           7.770900,      44.977940,           8.580088,     0.277740,         0.809188,     0.621339,        10.413049, 1.086927
    320,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000, 20.000000,      42.666000,           5.553500,      41.973881,           5.070872,     0.692119,         0.482628,     1.622180,         8.690523, 1.174747
    321,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000, 30.000000,      38.871200,           2.836300,      39.311069,           2.810973,     0.439869,         0.025327,     1.131608,         0.892945, 0.465196
    322,  186.618000,           0.454400,               0.188200,        0.357300,     113.112000, 40.000000,      35.413900,           1.448500,      36.024509,           1.592235,     0.610609,         0.143735,     1.724208,         9.923005, 0.754344
    323,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700,  0.000000,      45.447400,          29.458100,      45.448353,          29.462160,     0.000953,         0.004060,     0.002097,         0.013783, 0.005013
    324,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700,  5.000000,      41.931500,          16.833100,      42.772415,          17.701340,     0.840915,         0.868240,     2.005450,         5.157931, 1.709155
    325,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700, 10.000000,      38.687600,           9.618700,      39.058876,           9.455492,     0.371276,         0.163208,     0.959677,         1.696778, 0.534484
    326,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700, 15.000000,      35.694600,           5.496300,      35.581715,           4.697492,     0.112885,         0.798808,     0.316253,        14.533565, 0.911694
    327,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700, 20.000000,      32.933200,           3.140600,      32.519772,           2.754278,     0.413428,         0.386322,     1.255355,        12.300884, 0.799750
    328,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700, 30.000000,      28.034700,           1.025400,      27.501207,           1.376762,     0.533493,         0.351362,     1.902973,        34.265827, 0.884854
    329,  196.111200,           0.447200,               0.289900,        0.262900,     101.628700, 40.000000,      23.864700,           0.334800,      23.045942,           0.671688,     0.818758,         0.336888,     3.430832,       100.623715, 1.155646
    330,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900,  0.000000,      48.458100,          35.785500,      48.456211,          35.786972,     0.001889,         0.001472,     0.003898,         0.004114, 0.003361
    331,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900,  5.000000,      46.781200,          27.697100,      46.827488,          28.113697,     0.046288,         0.416597,     0.098946,         1.504118, 0.462885
    332,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900, 10.000000,      45.162300,          21.436800,      44.745693,          20.096180,     0.416607,         1.340620,     0.922466,         6.253825, 1.757227
    333,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900, 15.000000,      43.599400,          16.591500,      42.673214,          16.155869,     0.926186,         0.435631,     2.124309,         2.625630, 1.361818
    334,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900, 20.000000,      42.090600,          12.841400,      40.807301,          12.888813,     1.283299,         0.047413,     3.048898,         0.369220, 1.330712
    335,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900, 30.000000,      39.227900,           7.692400,      40.169163,           6.687353,     0.941263,         1.005047,     2.399473,        13.065452, 1.946310
    336,  182.874200,           0.399300,               0.294900,        0.305800,     121.352900, 40.000000,      36.559900,           4.607900,      36.219749,           5.021578,     0.340151,         0.413678,     0.930392,         8.977578, 0.753828
    337,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900,  0.000000,      46.174800,          24.497100,      46.174820,          24.497795,     0.000020,         0.000695,     0.000043,         0.002837, 0.000715
    338,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900,  5.000000,      38.730600,           8.448300,      39.125839,           8.132482,     0.395239,         0.315818,     1.020483,         3.738248, 0.711058
    339,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900, 10.000000,      32.486400,           2.913500,      31.420143,           2.435106,     1.066257,         0.478394,     3.282164,        16.419922, 1.544651
    340,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900, 15.000000,      27.248900,           1.004700,      26.603256,           1.296734,     0.645644,         0.292034,     2.369431,        29.066796, 0.937678
    341,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900, 20.000000,      22.855800,           0.346500,      22.492470,           0.652268,     0.363330,         0.305768,     1.589663,        88.244696, 0.669098
    342,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900, 30.000000,      16.080100,           0.041200,      15.080150,           0.000000,     0.999950,         0.041200,     6.218558,       100.000000, 1.041150
    343,  208.540300,           0.451800,               0.239700,        0.308500,     102.201900, 40.000000,      11.313100,           0.004900,      11.530842,           0.009186,     0.217742,         0.004286,     1.924688,        42.864495, 0.222028
    344,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000,  0.000000,      30.862400,          15.730100,      30.864645,          15.731176,     0.002245,         0.001076,     0.007274,         0.006843, 0.003321
    345,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000,  5.000000,      27.002700,           6.784500,      25.854033,           7.821689,     1.148667,         1.037189,     4.253899,        15.287628, 2.185857
    346,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000, 10.000000,      23.625700,           2.926200,      23.583420,           3.150206,     0.042280,         0.224006,     0.178959,         7.655179, 0.266286
    347,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000, 15.000000,      20.671100,           1.262000,      21.216307,           1.399914,     0.545207,         0.137914,     2.637531,        10.928240, 0.683121
    348,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000, 20.000000,      18.085900,           0.544300,      18.792704,           0.582683,     0.706804,         0.038383,     3.908037,         7.051869, 0.745187
    349,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000, 30.000000,      13.845000,           0.101200,      13.914885,           0.000000,     0.069885,         0.101200,     0.504764,       100.000000, 0.171085
    350,  203.035100,           0.485400,               0.247400,        0.267300,      63.586000, 40.000000,      10.598600,           0.018800,      11.222492,           0.000000,     0.623892,         0.018800,     5.886553,       100.000000, 0.642692
    351,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800,  0.000000,      18.801000,          11.947200,      18.800434,          11.947422,     0.000566,         0.000222,     0.003010,         0.001858, 0.000788
    352,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800,  5.000000,      17.329800,           6.792000,      17.980583,           8.090890,     0.650783,         1.298890,     3.755284,        19.123821, 1.949673
    353,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800, 10.000000,      15.973600,           3.861200,      16.582226,           3.639935,     0.608626,         0.221265,     3.810198,         5.730478, 0.829891
    354,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800, 15.000000,      14.723600,           2.195100,      15.665318,           1.961817,     0.941718,         0.233283,     6.395973,        10.627425, 1.175000
    355,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800, 20.000000,      13.571400,           1.247900,      14.345551,           1.266237,     0.774151,         0.018337,     5.704279,         1.469449, 0.792488
    356,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800, 30.000000,      11.530400,           0.403300,      12.711735,           0.196156,     1.181335,         0.207144,    10.245393,        51.362299, 1.388479
    357,  196.237500,           0.373100,               0.237100,        0.389800,      50.389800, 40.000000,       9.796400,           0.130300,      10.842033,           0.000000,     1.045633,         0.130300,    10.673649,       100.000000, 1.175933
    358,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000,  0.000000,      28.809900,          20.483700,      28.808437,          20.483337,     0.001463,         0.000363,     0.005077,         0.001770, 0.001825
    359,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000,  5.000000,      24.614100,           7.788000,      23.484144,           7.745957,     1.129956,         0.042043,     4.590685,         0.539845, 1.171999
    360,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000, 10.000000,      21.029400,           2.961000,      21.152088,           2.314671,     0.122688,         0.646329,     0.583413,        21.828055, 0.769017
    361,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000, 15.000000,      17.966700,           1.125700,      18.285009,           1.364391,     0.318309,         0.238691,     1.771663,        21.203760, 0.557000
    362,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000, 20.000000,      15.350000,           0.428000,      15.672593,           0.585715,     0.322593,         0.157715,     2.101584,        36.849228, 0.480308
    363,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000, 30.000000,      11.204400,           0.061900,      10.935616,           0.000000,     0.268784,         0.061900,     2.398919,       100.000000, 0.330684
    364,  206.139400,           0.384800,               0.273600,        0.341600,      74.866000, 40.000000,       8.178500,           0.008900,       8.769228,           0.330772,     0.590728,         0.321872,     7.222938,      3218.718337, 0.912600
    365,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200,  0.000000,      39.118300,          19.798700,      39.115311,          19.801031,     0.002989,         0.002331,     0.007642,         0.011774, 0.005320
    366,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200,  5.000000,      38.011600,          16.041600,      36.406506,          15.446945,     1.605094,         0.594655,     4.222644,         3.706954, 2.199749
    367,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200, 10.000000,      36.936300,          12.997400,      35.425476,          13.621650,     1.510824,         0.624250,     4.090350,         4.802882, 2.135074
    368,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200, 15.000000,      35.891300,          10.530900,      34.957943,          11.456989,     0.933357,         0.926089,     2.600511,         8.794018, 1.859446
    369,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200, 20.000000,      34.875900,           8.532400,      33.861591,           8.552222,     1.014309,         0.019822,     2.908337,         0.232317, 1.034131
    370,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200, 30.000000,      32.930500,           5.601300,      33.650211,           3.984340,     0.719711,         1.616960,     2.185546,        28.867589, 2.336672
    371,  180.724800,           0.401800,               0.203400,        0.394800,      97.350200, 40.000000,      31.093600,           3.677100,      31.064775,           2.674453,     0.028825,         1.002647,     0.092702,        27.267330, 1.031472
    372,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000,  0.000000,      39.514800,          20.784900,      39.513374,          20.788574,     0.001426,         0.003674,     0.003608,         0.017677, 0.005100
    373,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000,  5.000000,      33.395600,           7.460900,      32.773952,           8.480456,     0.621648,         1.019556,     1.861465,        13.665327, 1.641204
    374,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000, 10.000000,      28.224000,           2.678100,      28.735168,           2.175011,     0.511168,         0.503089,     1.811113,        18.785307, 1.014258
    375,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000, 15.000000,      23.853200,           0.961300,      24.098772,           0.959730,     0.245572,         0.001570,     1.029514,         0.163330, 0.247142
    376,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000, 20.000000,      20.159300,           0.345000,      20.508001,           0.333603,     0.348701,         0.011397,     1.729729,         3.303506, 0.360098
    377,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000, 30.000000,      14.398900,           0.044400,      13.963820,           0.000000,     0.435080,         0.044400,     3.021617,       100.000000, 0.479480
    378,  207.554900,           0.497800,               0.261900,        0.240300,      79.376000, 40.000000,      10.284500,           0.005700,      11.222122,           0.000000,     0.937622,         0.005700,     9.116848,        57.000000, 0.943322
    379,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700,  0.000000,      33.067700,          11.088000,      33.069145,          11.090016,     0.001445,         0.002016,     0.004370,         0.018185, 0.003462
    380,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700,  5.000000,      31.028900,           7.029400,      30.851486,           6.817078,     0.177414,         0.212322,     0.571770,         3.020484, 0.389736
    381,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700, 10.000000,      29.115800,           4.456300,      27.972157,           3.630074,     1.143643,         0.826226,     3.927914,        18.540627, 1.969869
    382,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700, 15.000000,      27.320600,           2.825100,      27.317305,           2.765171,     0.003295,         0.059929,     0.012062,         2.121321, 0.063225
    383,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700, 20.000000,      25.636200,           1.791000,      25.738819,           2.267823,     0.102619,         0.476823,     0.400290,        26.623295, 0.579442
    384,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700, 30.000000,      22.572400,           0.719800,      21.524258,           0.987569,     1.048142,         0.267769,     4.643469,        37.200469, 1.315911
    385,  192.243500,           0.493800,               0.165600,        0.340700,      66.968700, 40.000000,      19.874700,           0.289300,      18.973499,           0.352919,     0.901201,         0.063619,     4.534412,        21.990630, 0.964820
    386,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800,  0.000000,      50.061000,          20.353100,      50.058380,          20.356310,     0.002620,         0.003210,     0.005233,         0.015771, 0.005830
    387,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800,  5.000000,      42.835500,           7.801200,      42.561306,           7.310750,     0.274194,         0.490450,     0.640109,         6.286853, 0.764644
    388,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800, 10.000000,      36.652900,           2.990000,      36.406185,           3.195998,     0.246715,         0.205998,     0.673111,         6.889556, 0.452713
    389,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800, 15.000000,      31.362600,           1.146000,      31.197256,           1.677103,     0.165344,         0.531103,     0.527201,        46.344101, 0.696447
    390,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800, 20.000000,      26.835900,           0.439200,      26.914871,           0.627638,     0.078971,         0.188438,     0.294275,        42.904918, 0.267410
    391,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800, 30.000000,      19.648200,           0.064500,      19.273232,           0.000000,     0.374968,         0.064500,     1.908411,       100.000000, 0.439468
    392,  205.940400,           0.436000,               0.177300,        0.386700,     114.812800, 40.000000,      14.385600,           0.009500,      15.079957,           0.000000,     0.694357,         0.009500,     4.826750,        95.000000, 0.703857
    393,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100,  0.000000,      60.189000,          35.831700,      60.191010,          35.828316,     0.002010,         0.003384,     0.003339,         0.009445, 0.005394
    394,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100,  5.000000,      50.187600,          11.975900,      48.173588,          12.190763,     2.014012,         0.214863,     4.012968,         1.794132, 2.228876
    395,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100, 10.000000,      41.848100,           4.002600,      41.023323,           3.444458,     0.824777,         0.558142,     1.970883,        13.944492, 1.382919
    396,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100, 15.000000,      34.894300,           1.337700,      33.668678,           1.687183,     1.225622,         0.349483,     3.512384,        26.125701, 1.575105
    397,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100, 20.000000,      29.095900,           0.447000,      28.607803,           0.763756,     0.488097,         0.316756,     1.677544,        70.862608, 0.804853
    398,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100, 30.000000,      20.229600,           0.049900,      20.473217,           0.000000,     0.243617,         0.049900,     1.204260,       100.000000, 0.293517
    399,  209.311900,           0.428900,               0.255300,        0.315800,     140.338100, 40.000000,      14.065000,           0.005600,      16.072277,           0.000000,     2.007277,         0.005600,    14.271433,        56.000000, 2.012877
    400,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100,  0.000000,      24.201500,          21.003100,      24.200583,          21.006525,     0.000917,         0.003425,     0.003791,         0.016307, 0.004343
    401,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100,  5.000000,      20.890500,           8.432700,      20.234497,           8.659202,     0.656003,         0.226502,     3.140197,         2.685992, 0.882505
    402,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100, 10.000000,      18.032600,           3.385600,      18.403540,           3.156343,     0.370940,         0.229257,     2.057050,         6.771547, 0.600197
    403,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100, 15.000000,      15.565600,           1.359300,      15.289073,           1.851147,     0.276527,         0.491847,     1.776527,        36.183857, 0.768374
    404,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100, 20.000000,      13.436000,           0.545700,      13.585614,           0.917503,     0.149614,         0.371803,     1.113532,        68.133180, 0.521417
    405,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100, 30.000000,      10.011200,           0.087900,       9.676453,           0.000000,     0.334747,         0.087900,     3.343729,       100.000000, 0.422647
    406,  204.798200,           0.345500,               0.299900,        0.354600,      70.045100, 40.000000,       7.459300,           0.014200,       8.160634,           0.239172,     0.701334,         0.224972,     9.402143,      1584.306898, 0.926306
    407,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500,  0.000000,      65.526000,          24.832700,      65.519417,          24.827524,     0.006583,         0.005176,     0.010047,         0.020843, 0.011759
    408,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500,  5.000000,      61.104900,          15.070600,      60.882050,          14.580946,     0.222850,         0.489654,     0.364701,         3.249068, 0.712504
    409,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500, 10.000000,      56.982100,           9.146000,      56.920277,           9.138342,     0.061823,         0.007658,     0.108496,         0.083732, 0.069481
    410,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500, 15.000000,      53.137500,           5.550500,      52.977161,           5.127307,     0.160339,         0.423193,     0.301743,         7.624413, 0.583532
    411,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500, 20.000000,      49.552300,           3.368500,      47.963993,           2.982670,     1.588307,         0.385830,     3.205314,        11.454058, 1.974137
    412,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500, 30.000000,      43.091100,           1.240600,      42.004280,           1.593231,     1.086820,         0.352631,     2.522145,        28.424198, 1.439451
    413,  194.292900,           0.467100,               0.177000,        0.355800,     140.268500, 40.000000,      37.472500,           0.456900,      35.717739,           0.760040,     1.754761,         0.303140,     4.682796,        66.347197, 2.057901
    414,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600,  0.000000,      50.871000,          25.655300,      50.869865,          25.659924,     0.001135,         0.004624,     0.002230,         0.018022, 0.005758
    415,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600,  5.000000,      48.937100,          19.369300,      48.979362,          18.266932,     0.042262,         1.102368,     0.086361,         5.691318, 1.144631
    416,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600, 10.000000,      47.076800,          14.623500,      47.880219,          14.902936,     0.803419,         0.279436,     1.706612,         1.910869, 1.082854
    417,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600, 15.000000,      45.287100,          11.040400,      46.132706,          12.095817,     0.845606,         1.055417,     1.867211,         9.559587, 1.901022
    418,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600, 20.000000,      43.565500,           8.335300,      43.678925,           8.435142,     0.113425,         0.099842,     0.260354,         1.197816, 0.213266
    419,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600, 30.000000,      40.316100,           4.751000,      41.368908,           4.311908,     1.052808,         0.439092,     2.611383,         9.242101, 1.491900
    420,  184.040700,           0.463500,               0.233800,        0.302700,     109.751600, 40.000000,      37.309100,           2.708000,      37.044483,           2.904503,     0.264617,         0.196503,     0.709255,         7.256375, 0.461119
