Temperature [°C], Cellulose Fraction, Hemicellulose Fraction, Lignin Fraction, Solids Loading [g/L], Time [min], Cellulose Remaining [g/L], Hemicellulose Remaining [g/L], Cellulose Degraded [%], Hemicellulose Degraded [%]
        188.6605,             0.4401,                 0.1763,          0.3836,              84.8743,         20,                   30.2449,                        3.2793,                19.0291,                    78.0816
        188.6605,             0.4401,                 0.1763,          0.3836,              84.8743,         30,                   27.2155,                        1.5352,                27.1393,                    89.7387
        188.6605,             0.4401,                 0.1763,          0.3836,              84.8743,         40,                   24.4896,                        0.7187,                34.4371,                    95.1961
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,          0,                   50.0610,                       20.3531,                 0.0000,                     0.0000
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,          5,                   42.8355,                        7.8012,                14.4333,                    61.6710
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,         10,                   36.6529,                        2.9900,                26.7835,                    85.3093
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,         15,                   31.3626,                        1.1460,                37.3512,                    94.3695
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,         20,                   26.8359,                        0.4392,                46.3936,                    97.8420
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,         30,                   19.6482,                        0.0645,                60.7515,                    99.6830
        205.9404,             0.4360,                 0.1773,          0.3867,             114.8128,         40,                   14.3856,                        0.0095,                71.2638,                    99.9534
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,          0,                   61.4909,                       30.4756,                 0.0000,                     0.0000
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,          5,                   58.5008,                       21.2845,                 4.8627,                    30.1589
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,         10,                   55.6561,                       14.8653,                 9.4890,                    51.2223
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,         15,                   52.9497,                       10.3820,                13.8903,                    65.9333
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,         20,                   50.3749,                        7.2508,                18.0775,                    76.2077
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,         30,                   45.5948,                        3.5367,                25.8512,                    88.3950
        187.6976,             0.4213,                 0.2088,          0.3699,             145.9499,         40,                   41.2683,                        1.7251,                32.8872,                    94.3396
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,          0,                   40.1890,                       21.7416,                 0.0000,                     0.0000
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,          5,                   33.5363,                        7.2958,                16.5535,                    66.4429
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,         10,                   27.9849,                        2.4482,                30.3669,                    88.7396
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,         15,                   23.3523,                        0.8215,                41.8938,                    96.2216
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,         20,                   19.4867,                        0.2756,                51.5125,                    98.7322
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,         30,                   13.5691,                        0.0310,                66.2369,                    99.8573
        209.2132,             0.4264,                 0.2307,          0.3429,              94.2492,         40,                    9.4485,                        0.0035,                76.4899,                    99.9839
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,          0,                   58.9742,                       36.4469,                 0.0000,                     0.0000
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,          5,                   56.3409,                       26.2112,                 4.4652,                    28.0837
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,         10,                   53.8252,                       18.8501,                 8.7309,                    48.2806
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,         15,                   51.4218,                       13.5562,                12.8063,                    62.8055
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,         20,                   49.1258,                        9.7491,                16.6996,                    73.2513
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,         30,                   44.8366,                        5.0420,                23.9726,                    86.1661
        186.3229,             0.4587,                 0.2835,          0.2578,             128.5620,         40,                   40.9219,                        2.6076,                30.6105,                    92.8454
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,          0,                   31.9778,                       17.9163,                 0.0000,                     0.0000
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,          5,                   30.8312,                       13.7410,                 3.5857,                    23.3044
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,         10,                   29.7257,                       10.5387,                 7.0429,                    41.1780
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,         15,                   28.6598,                        8.0827,                10.3761,                    54.8863
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,         20,                   27.6321,                        6.1991,                13.5897,                    65.4000
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,         30,                   25.6860,                        3.6464,                19.6755,                    79.6478
        183.3020,             0.4459,                 0.2498,          0.3043,              71.7191,         40,                   23.8770,                        2.1448,                25.3327,                    88.0287
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,          0,                   50.0173,                       27.0011,                 0.0000,                     0.0000
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,          5,                   42.5164,                        9.9933,                14.9967,                    62.9894
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,         10,                   36.1403,                        3.6985,                27.7444,                    86.3025
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,         15,                   30.7205,                        1.3688,                38.5804,                    94.9308
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,         20,                   26.1134,                        0.5065,                47.7914,                    98.1240
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,         30,                   18.8683,                        0.0694,                62.2766,                    99.7431
        206.8020,             0.4531,                 0.2446,          0.3024,             110.4003,         40,                   13.6333,                        0.0095,                72.7429,                    99.9648
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,          0,                   29.5382,                       23.7479,                 0.0000,                     0.0000
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,          5,                   27.5951,                       14.5962,                 6.5784,                    38.5366
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,         10,                   25.7798,                        8.9713,                12.7241,                    62.2228
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,         15,                   24.0839,                        5.5140,                18.4655,                    76.7811
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,         20,                   22.4995,                        3.3890,                23.8292,                    85.7292
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,         30,                   19.6366,                        1.2802,                33.5213,                    94.6091
        193.6972,             0.3566,                 0.2867,          0.3566,              82.8228,         40,                   17.1380,                        0.4836,                41.9802,                    97.9636
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,          0,                   39.2032,                       23.5171,                 0.0000,                     0.0000
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,          5,                   37.0837,                       15.7764,                 5.4067,                    32.9149
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,         10,                   35.0787,                       10.5836,                10.5210,                    54.9961
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,         15,                   33.1821,                        7.0999,                15.3588,                    69.8094
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,         20,                   31.3880,                        4.7629,                19.9351,                    79.7468
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,         30,                   28.0857,                        2.1434,                28.3588,                    90.8856
        189.5879,             0.4282,                 0.2569,          0.3149,              91.5504,         40,                   25.1308,                        0.9646,                35.8962,                    95.8984
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,          0,                   43.5300,                       25.9653,                 0.0000,                     0.0000
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,          5,                   37.1154,                        9.7672,                14.7359,                    62.3838
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,         10,                   31.6461,                        3.6739,                27.3004,                    85.8505
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,         15,                   26.9828,                        1.3819,                38.0134,                    94.6778
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,         20,                   23.0066,                        0.5198,                47.1478,                    97.9981
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,         30,                   16.7256,                        0.0735,                61.5768,                    99.7168
        206.4025,             0.4167,                 0.2485,          0.3348,             104.4686,         40,                   12.1594,                        0.0104,                72.0667,                    99.9599
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,          0,                   59.0047,                       36.6619,                 0.0000,                     0.0000
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,          5,                   52.0243,                       16.4707,                11.8303,                    55.0740
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,         10,                   45.8697,                        7.3995,                22.2610,                    79.8169
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,         15,                   40.4432,                        3.3242,                31.4578,                    90.9329
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,         20,                   35.6586,                        1.4934,                39.5666,                    95.9267
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,         30,                   27.7205,                        0.3014,                53.0198,                    99.1780
        202.0315,             0.4710,                 0.2926,          0.2364,             125.2802,         40,                   21.5496,                        0.0608,                63.4783,                    99.8341
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,          0,                   48.4581,                       35.7855,                 0.0000,                     0.0000
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,          5,                   46.7812,                       27.6971,                 3.4605,                    22.6024
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,         10,                   45.1623,                       21.4368,                 6.8013,                    40.0963
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,         15,                   43.5994,                       16.5915,                10.0265,                    53.6361
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,         20,                   42.0906,                       12.8414,                13.1401,                    64.1157
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,         30,                   39.2279,                        7.6924,                19.0477,                    78.5042
        182.8742,             0.3993,                 0.2949,          0.3058,             121.3529,         40,                   36.5599,                        4.6079,                24.5536,                    87.1235
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,          0,                   64.9524,                       29.8643,                 0.0000,                     0.0000
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,          5,                   60.4644,                       17.9036,                 6.9096,                    40.0503
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,         10,                   56.2866,                       10.7331,                13.3418,                    64.0606
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,         15,                   52.3974,                        6.4343,                19.3295,                    78.4547
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,         20,                   48.7769,                        3.8573,                24.9036,                    87.0839
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,         30,                   42.2691,                        1.3862,                34.9228,                    95.3583
        194.8680,             0.4578,                 0.2105,          0.3317,             141.8742,         40,                   36.6296,                        0.4982,                43.6054,                    98.3319
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,          0,                   28.2618,                       17.4183,                 0.0000,                     0.0000
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,          5,                   25.3016,                        8.4846,                10.4743,                    51.2894
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,         10,                   22.6514,                        4.1328,                19.8514,                    76.2730
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,         15,                   20.2789,                        2.0131,                28.2464,                    88.4428
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,         20,                   18.1548,                        0.9805,                35.7622,                    94.3706
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,         30,                   14.5508,                        0.2326,                48.5144,                    98.6645
        200.0407,             0.4083,                 0.2516,          0.3401,              69.2218,         40,                   11.6622,                        0.0552,                58.7352,                    99.6832
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,          0,                   63.4256,                       24.7422,                 0.0000,                     0.0000
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,          5,                   57.1867,                       12.5140,                 9.8366,                    49.4225
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,         10,                   51.5614,                        6.3292,                18.7057,                    74.4194
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,         15,                   46.4895,                        3.2011,                26.7024,                    87.0623
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,         20,                   41.9165,                        1.6190,                33.9124,                    93.4567
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,         30,                   34.0756,                        0.4141,                46.2747,                    98.3263
        199.1149,             0.4722,                 0.1842,          0.3436,             134.3253,         40,                   27.7014,                        0.1059,                56.3245,                    99.5719
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,          0,                   31.8187,                       11.0791,                 0.0000,                     0.0000
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,          5,                   30.7970,                        8.7318,                 3.2111,                    21.1872
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,         10,                   29.8081,                        6.8817,                 6.3191,                    37.8855
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,         15,                   28.8509,                        5.4237,                 9.3273,                    51.0460
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,         20,                   27.9245,                        4.2745,                12.2388,                    61.4181
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,         30,                   26.1599,                        2.6551,                17.7846,                    76.0354
        182.0235,             0.4654,                 0.1620,          0.3726,              68.3745,         40,                   24.5068,                        1.6492,                22.9798,                    85.1147
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,          0,                   18.8010,                       11.9472,                 0.0000,                     0.0000
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,          5,                   17.3298,                        6.7920,                 7.8255,                    43.1500
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,         10,                   15.9736,                        3.8612,                15.0386,                    67.6810
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,         15,                   14.7236,                        2.1951,                21.6873,                    81.6270
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,         20,                   13.5714,                        1.2479,                27.8157,                    89.5552
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,         30,                   11.5304,                        0.4033,                38.6713,                    96.6246
        196.2375,             0.3731,                 0.2371,          0.3898,              50.3898,         40,                    9.7964,                        0.1303,                47.8944,                    98.9092
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,          0,                   45.9950,                       28.8960,                 0.0000,                     0.0000
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,          5,                   39.0249,                       10.5900,                15.1541,                    63.3512
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,         10,                   33.1110,                        3.8810,                28.0118,                    86.5690
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,         15,                   28.0933,                        1.4223,                38.9210,                    95.0780
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,         20,                   23.8359,                        0.5212,                48.1771,                    98.1963
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,         30,                   17.1590,                        0.0700,                62.6938,                    99.7578
        207.0438,             0.3689,                 0.2318,          0.3993,             124.6778,         40,                   12.3523,                        0.0094,                73.1442,                    99.9675
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,          0,                   41.9905,                       25.1890,                 0.0000,                     0.0000
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,          5,                   35.4415,                        8.9793,                15.5964,                    64.3524
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,         10,                   29.9139,                        3.2008,                28.7604,                    87.2928
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,         15,                   25.2483,                        1.1410,                39.8713,                    95.4704
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,         20,                   21.3105,                        0.4067,                49.2493,                    98.3854
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,         30,                   15.1814,                        0.0517,                63.8456,                    99.7949
        207.7256,             0.4810,                 0.2886,          0.2304,              87.2930,         40,                   10.8151,                        0.0066,                74.2440,                    99.9739
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,          0,                   48.3083,                       24.9888,                 0.0000,                     0.0000
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,          5,                   41.4105,                        9.6700,                14.2787,                    61.3026
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,         10,                   35.4976,                        3.7420,                26.5187,                    85.0254
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,         15,                   30.4289,                        1.4480,                37.0109,                    94.2055
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,         20,                   26.0840,                        0.5603,                46.0051,                    97.7578
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,         30,                   19.1668,                        0.0839,                60.3240,                    99.6643
        205.7049,             0.4832,                 0.2500,          0.2668,              99.9734,         40,                   14.0839,                        0.0126,                70.8458,                    99.9497
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,          0,                   68.2304,                       29.0188,                 0.0000,                     0.0000
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,          5,                   61.5602,                       14.7294,                 9.7760,                    49.2419
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,         10,                   55.5420,                        7.4763,                18.5963,                    74.2365
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,         15,                   50.1122,                        3.7947,                26.5544,                    86.9233
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,         20,                   45.2132,                        1.9261,                33.7345,                    93.3627
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,         30,                   36.8052,                        0.4962,                46.0575,                    98.2902
        199.0272,             0.4964,                 0.2111,          0.2924,             137.4437,         40,                   29.9607,                        0.1278,                56.0890,                    99.5595
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,          0,                   18.7363,                       14.7825,                 0.0000,                     0.0000
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,          5,                   17.4879,                        9.0285,                 6.6626,                    38.9246
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,         10,                   16.3228,                        5.5141,                12.8814,                    62.6982
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,         15,                   15.2353,                        3.3677,                18.6858,                    77.2181
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,         20,                   14.2202,                        2.0568,                24.1035,                    86.0861
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,         30,                   12.3884,                        0.7672,                33.8800,                    94.8101
        193.9945,             0.3367,                 0.2656,          0.3977,              55.6472,         40,                   10.7926,                        0.2862,                42.3973,                    98.0642
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,          0,                   33.7004,                       16.0382,                 0.0000,                     0.0000
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,          5,                   28.8262,                        6.1358,                14.4634,                    61.7424
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,         10,                   24.6569,                        2.3474,                26.8350,                    85.3639
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,         15,                   21.0906,                        0.8980,                37.4173,                    94.4009
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,         20,                   18.0402,                        0.3435,                46.4690,                    97.8581
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,         30,                   13.1990,                        0.0503,                60.8342,                    99.6866
        205.9863,             0.4505,                 0.2144,          0.3351,              74.8013,         40,                    9.6570,                        0.0074,                71.3446,                    99.9541
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,          0,                   55.4099,                       32.6795,                 0.0000,                     0.0000
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,          5,                   50.6959,                       17.8613,                 8.5075,                    45.3440
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,         10,                   46.3829,                        9.7622,                16.2913,                    70.1275
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,         15,                   42.4369,                        5.3355,                23.4128,                    83.6732
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,         20,                   38.8265,                        2.9161,                29.9285,                    91.0767
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,         30,                   32.5011,                        0.8710,                41.3442,                    97.3346
        197.2062,             0.4167,                 0.2458,          0.3375,             132.9643,         40,                   27.2062,                        0.2602,                50.9001,                    99.2039
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,          0,                   37.0408,                       20.2882,                 0.0000,                     0.0000
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,          5,                   35.4867,                       14.8821,                 4.1956,                    26.6466
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,         10,                   33.9978,                       10.9165,                 8.2151,                    46.1929
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,         15,                   32.5714,                        8.0076,                12.0660,                    60.5308
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,         20,                   31.2049,                        5.8738,                15.7554,                    71.0482
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,         30,                   28.6414,                        3.1605,                22.6762,                    84.4222
        185.3939,             0.3963,                 0.2171,          0.3866,              93.4612,         40,                   26.2884,                        1.7005,                29.0284,                    91.6183
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,          0,                   46.3932,                       28.0657,                 0.0000,                     0.0000
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,          5,                   44.8242,                       21.8465,                 3.3820,                    22.1594
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,         10,                   43.3082,                       17.0054,                 6.6497,                    39.4085
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,         15,                   41.8435,                       13.2371,                 9.8068,                    52.8354
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,         20,                   40.4283,                       10.3038,                12.8572,                    63.2870
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,         30,                   37.7400,                        6.2431,                18.6520,                    77.7553
        182.6062,             0.4187,                 0.2533,          0.3279,             110.7930,         40,                   35.2304,                        3.7827,                24.0614,                    86.5219
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,          0,                   38.2144,                       24.7670,                 0.0000,                     0.0000
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,          5,                   37.1313,                       20.0595,                 2.8343,                    19.0073
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,         10,                   36.0789,                       16.2467,                 5.5882,                    34.4019
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,         15,                   35.0563,                       13.1586,                 8.2641,                    46.8704
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,         20,                   34.0627,                       10.6575,                10.8642,                    56.9691
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,         30,                   32.1592,                        6.9910,                15.8453,                    71.7728
        180.7425,             0.3943,                 0.2555,          0.3502,              96.9256,         40,                   30.3621,                        4.5859,                20.5480,                    81.4837
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,          0,                   37.1539,                       16.5802,                 0.0000,                     0.0000
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,          5,                   36.0029,                       13.1751,                 3.0979,                    20.5375
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,         10,                   34.8876,                       10.4692,                 6.0997,                    36.8572
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,         15,                   33.8068,                        8.3191,                 9.0086,                    49.8253
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,         20,                   32.7595,                        6.6105,                11.8274,                    60.1301
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,         30,                   30.7613,                        4.1740,                17.2057,                    74.8253
        181.6380,             0.4544,                 0.2028,          0.3428,              81.7589,         40,                   28.8849,                        2.6356,                22.2560,                    84.1042
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,          0,                   26.8898,                       12.8021,                 0.0000,                     0.0000
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,          5,                   25.6042,                        8.9954,                 4.7807,                    29.7351
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,         10,                   24.3802,                        6.3206,                 9.3329,                    50.6286
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,         15,                   23.2146,                        4.4411,                13.6674,                    65.3095
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,         20,                   22.1048,                        3.1205,                17.7947,                    75.6250
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,         30,                   20.0418,                        1.5406,                25.4669,                    87.9660
        187.4136,             0.4728,                 0.2251,          0.3021,              56.8768,         40,                   18.1713,                        0.7606,                32.4230,                    94.0589
        209.4599,             0.4340,                 0.2375,          0.3285,             106.6732,          0,                   46.3013,                       25.3336,                 0.0000,                     0.0000
        209.4599,             0.4340,                 0.2375,          0.3285,             106.6732,          5,                   38.5638,                        8.4164,                16.7112,                    66.7775
        209.4599,             0.4340,                 0.2375,          0.3285,             106.6732,         10,                   32.1193,                        2.7961,                30.6298,                    88.9630
